parlamentarier_anzeige_name,parlamentarier_id,parlamentarier_nachname,parlamentarier_vorname,parlamentarier_zweiter_vorname,parlamentarier_rat,parlamentarier_kanton,parlamentarier_partei,parlamentarier_fraktion,parlamentarier_kommissionen,parlamentarier_im_rat_seit,parlamentarier_im_rat_bis,parlamentarier_geschlecht,parlamentarier_geburtstag,parlamentarier_parlament_biografie_id,parlamentarier_parlament_number,parlamentarier_sprache,parlamentarier_arbeitssprache,interessenbindung_beschreibung,interessenbindung_von,interessenbindung_bis,interessenbindung_art,interessenbindung_funktion_im_gremium,interessenbindung_deklarationstyp,interessenbindung_status,interessenbindung_hauptberuflich,interessenbindung_behoerden_vertreter,interessenbindung_wirksamkeit,organisation_id,verguetung,verguetung_jahr,verguetung_beschreibung,organisation_name_de,organisation_uid,organisation_name_fr,organisation_ort,organisation_rechtsform,organisation_rechtsform_handelsregister,organisation_rechtsform_zefix,organisation_typ,organisation_vernehmlassung,gruppe_spalte,interessengruppe,Hauptcode,Hauptkategorie,Subcode,Subkategorie
"Mahaim, Raphaël",433,Mahaim,Raphaël,NA,NR,VD,Grüne,G,"GK-V, RK-NR",2022-02-28T00:00:00Z,NA,M,1983-12-31T00:00:00Z,4327,3222,fr,fr,NA,2022-05-14T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,N,mittel,604,0,2025,Ehrenamtlich,Casafair Schweiz,CHE-233.920.658,habitatdurable,Bern,Verein,0109,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Wettstein, Felix",354,Wettstein,Felix,NA,NR,SO,Grüne,G,"FK-NR, RedK-V",2019-10-20T00:00:00Z,NA,M,1958-01-19T00:00:00Z,4299,3191,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,604,-1,2025,Bezahlendes Mitglied,Casafair Schweiz,CHE-233.920.658,habitatdurable,Bern,Verein,0109,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Burgherr, Thomas",272,Burgherr,Thomas,NA,NR,AG,SVP,V,"GPK-N, WAK-NR",2015-11-30T00:00:00Z,NA,M,1962-08-01T00:00:00Z,4158,3064,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,7053,1,2025,NA,Casamondo AG,CHE-106.717.539,NA,Bern,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Würth, Benedikt",345,Würth,Benedikt,NA,SR,SG,M,M-E,"APK-SR, EFTA/EU, FK-SR, UREK-SR, WBK-SR",2019-06-03T00:00:00Z,NA,M,1968-01-20T00:00:00Z,4237,3136,de,de,NA,2021-04-30T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,hoch,7588,1,2025,Bezahlt,Centravo Holding AG,CHE-105.977.492,NA,Lyss,AG,0106,3,"EinzelOrganisation,DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe2,Viehwirtschaft,5,Landwirtschaft und Ernährungssysteme,5.1,Konventionelle Landwirtschaft
"Wehrli, Laurent",310,Wehrli,Laurent,NA,NR,VD,FDP,RL,"APF-V, APK-NR, GPK-N, IPU",2015-11-30T00:00:00Z,NA,M,1965-06-04T00:00:00Z,4194,3100,fr,fr,NA,2012-06-29T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,J,tief,3363,1,2025,NA,CGN Belle Epoque SA,CHE-358.823.865,NA,Lausanne,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Schifffahrt,6,Verkehrssektor und Mobilität,6.6,Verkehr allgemein
"Wandfluh, Ernst",453,Wandfluh,Ernst,NA,NR,BE,SVP,V,WBK-NR,2023-12-04T00:00:00Z,NA,M,1976-11-25T00:00:00Z,10834,10834,de,de,NA,2023-07-24T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,tief,9207,NA,NA,NA,CH-Schlachtviehversicherung Genossenschaft,CHE-101.660.346,NA,Bern,Genossenschaft,0108,5,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe2,Viehwirtschaft,5,Landwirtschaft und Ernährungssysteme,5.7,Fleischindustrie
"Kutter, Philipp",337,Kutter,Philipp,NA,NR,ZH,M,M-E,KVF-NR,2018-06-11T00:00:00Z,NA,M,1975-08-31T00:00:00Z,4225,3126,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,8480,1,2025,Bezahlt,CHACOMO,CHE-279.848.617,NA,Ostermundigen,Verein,0109,6,"DachOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.5,Elektromobilität & Innovation
"Kutter, Philipp",337,Kutter,Philipp,NA,NR,ZH,M,M-E,KVF-NR,2018-06-11T00:00:00Z,NA,M,1975-08-31T00:00:00Z,4225,3126,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,8480,1,2025,Bezahlt,CHACOMO,CHE-279.848.617,NA,Ostermundigen,Verein,0109,6,"DachOrganisation,dezidierteLobby",nie,organisation_interessengruppe2,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.5,Elektromobilität & Innovation
"Roduit, Benjamin",331,Roduit,Benjamin,NA,NR,VS,M,M-E,"Bü-NR, Del F-V, RedK-V, SGK-NR",2018-02-26T00:00:00Z,NA,M,1962-11-22T00:00:00Z,4220,3121,fr,fr,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,mittel,9114,NA,NA,NA,Chambre Immobiliere du Valais,CHE-346.984.935,NA,Martigny,Verein,0109,NA,"DachOrganisation,MitgliedsOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Feller, Olivier",79,Feller,Olivier,NA,NR,VD,FDP,RL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1974-08-30T00:00:00Z,4077,2789,fr,fr,Direktor,NA,NA,geschaeftsfuehrend,praesident,deklarationspflichtig,deklariert,1,N,hoch,2901,1,2025,NA,Chambre vaudoise immobilière,CHE-105.762.750,NA,Lausanne,Verein,0109,NA,dezidierteLobby,punktuell,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Andrey, Gerhard",371,Andrey,Gerhard,NA,NR,FR,Grüne,G,"FK-NR, SiK-NR",2019-10-20T00:00:00Z,NA,M,1976-01-21T00:00:00Z,4245,3137,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Clivaz, Christophe",383,Clivaz,Christophe,Charles,NR,VS,Grüne,G,UREK-NR,2019-10-20T00:00:00Z,NA,M,1969-01-07T00:00:00Z,4253,3145,fr,fr,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Glättli, Balthasar",98,Glättli,Balthasar,NA,NR,ZH,Grüne,G,"SiK-NR, SPK-NR",2011-12-05T00:00:00Z,NA,M,1972-02-12T00:00:00Z,4093,3003,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Herzog, Eva",382,Herzog,Eva,Maria,SR,BS,SP,S,"Del D-V, FK-SR, KVF-SR, PD-OECD-V, WAK-SR",2019-10-20T00:00:00Z,NA,F,1961-12-25T00:00:00Z,4239,3194,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Michaud Gigon, Sophie",367,Michaud Gigon,Sophie,Alda Linette,NR,VD,Grüne,G,"Del FL-V, PD-OECD-V, WAK-NR",2019-10-20T00:00:00Z,NA,F,1975-01-20T00:00:00Z,4278,3170,fr,fr,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,NA,NA,NA,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Porchet, Léonore",410,Porchet,Léonore,NA,NR,VD,Grüne,G,SGK-NR,2019-12-02T00:00:00Z,NA,F,1989-07-09T00:00:00Z,4280,3172,fr,fr,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Prelicz-Huber, Katharina",411,Prelicz-Huber,Katharina,NA,NR,ZH,Grüne,G,"GPK-N, WBK-NR",2008-09-15T00:00:00Z,NA,F,1959-10-12T00:00:00Z,3999,2732,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Pult, Jon",378,Pult,Jon,Andri,NR,GR,SP,S,"KVF-NR, UREK-NR",2019-10-20T00:00:00Z,NA,M,1984-10-12T00:00:00Z,4281,3173,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Seiler Graf, Priska",304,Seiler Graf,Priska,NA,NR,ZH,SP,S,"GPDel-V, GPK-N, NATO-V, SiK-NR",2015-11-30T00:00:00Z,NA,F,1968-08-29T00:00:00Z,4199,3094,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Walder, Nicolas",422,Walder,Nicolas,NA,NR,GE,Grüne,G,", APF-V, APK-NR, EFTA/EU",2019-12-02T00:00:00Z,NA,M,1966-05-02T00:00:00Z,4297,3189,fr,fr,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Wettstein, Felix",354,Wettstein,Felix,NA,NR,SO,Grüne,G,"FK-NR, RedK-V",2019-10-20T00:00:00Z,NA,M,1958-01-19T00:00:00Z,4299,3191,de,de,NA,2022-06-13T00:00:00Z,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,8290,0,2025,Ehrenamtlich,Circular Economy Switzerland,NA,NA,Basel,Informelle Gruppe,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Crottaz, Brigitte",330,Crottaz,Brigitte,NA,NR,VD,SP,S,"Del F-V, SGK-NR",2018-02-26T00:00:00Z,NA,F,1957-10-06T00:00:00Z,4219,3120,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,J,tief,10239,0,2025,Ehrenamtlich,CLE Coopérative du logement - Epalinges,CHE-103.698.615,NA,Epalinges,Genossenschaft,0108,5,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.2,Genossenschaften
"Andrey, Gerhard",371,Andrey,Gerhard,NA,NR,FR,Grüne,G,"FK-NR, SiK-NR",2019-10-20T00:00:00Z,NA,M,1976-01-21T00:00:00Z,4245,3137,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Andrey, Gerhard",371,Andrey,Gerhard,NA,NR,FR,Grüne,G,"FK-NR, SiK-NR",2019-10-20T00:00:00Z,NA,M,1976-01-21T00:00:00Z,4245,3137,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Baumann, Kilian",358,Baumann,Kilian,NA,NR,BE,Grüne,G,WBK-NR,2019-12-01T00:00:00Z,NA,M,1980-12-14T00:00:00Z,4247,3139,de,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Baumann, Kilian",358,Baumann,Kilian,NA,NR,BE,Grüne,G,WBK-NR,2019-12-01T00:00:00Z,NA,M,1980-12-14T00:00:00Z,4247,3139,de,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Bäumle, Martin",51,Bäumle,Martin,Hans,NR,ZH,GLP,GL,UREK-NR,2003-12-01T00:00:00Z,NA,M,1964-06-03T00:00:00Z,1138,2585,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Bäumle, Martin",51,Bäumle,Martin,Hans,NR,ZH,GLP,GL,UREK-NR,2003-12-01T00:00:00Z,NA,M,1964-06-03T00:00:00Z,1138,2585,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Blunschy, Dominik",445,Blunschy,Dominik,NA,NR,SZ,M,M-E,WBK-NR,2023-12-04T00:00:00Z,NA,M,1987-10-27T00:00:00Z,10816,10816,de,de,Mitglied,2024-01-08T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Blunschy, Dominik",445,Blunschy,Dominik,NA,NR,SZ,M,M-E,WBK-NR,2023-12-04T00:00:00Z,NA,M,1987-10-27T00:00:00Z,10816,10816,de,de,Mitglied,2024-01-08T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Candinas, Martin",65,Candinas,Martin,Anton,NR,GR,M,M-E,"KVF-NR, OSZE, SiK-NR",2011-12-05T00:00:00Z,NA,M,1980-08-20T00:00:00Z,4070,2770,rm,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Candinas, Martin",65,Candinas,Martin,Anton,NR,GR,M,M-E,"KVF-NR, OSZE, SiK-NR",2011-12-05T00:00:00Z,NA,M,1980-08-20T00:00:00Z,4070,2770,rm,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Christ, Katja",369,Christ,Katja,NA,NR,BS,GLP,GL,"Bü-N, Bü-VBV-V, Del A-V, GK-V, WBK-NR",2019-12-01T00:00:00Z,NA,F,1972-08-01T00:00:00Z,4252,3144,de,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Christ, Katja",369,Christ,Katja,NA,NR,BS,GLP,GL,"Bü-N, Bü-VBV-V, Del A-V, GK-V, WBK-NR",2019-12-01T00:00:00Z,NA,F,1972-08-01T00:00:00Z,4252,3144,de,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Cottier, Damien",388,Cottier,Damien,Jacques André,NR,NE,FDP,RL,"Bü-NR, ERD, FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1975-04-03T00:00:00Z,4254,3146,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,0,2025,Ehrenamtlich,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Cottier, Damien",388,Cottier,Damien,Jacques André,NR,NE,FDP,RL,"Bü-NR, ERD, FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1975-04-03T00:00:00Z,4254,3146,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,0,2025,Ehrenamtlich,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"de Montmollin, Simone",390,de Montmollin,Simone,NA,NR,GE,FDP,RL,"Del F-V, UREK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1968-07-20T00:00:00Z,4256,3148,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"de Montmollin, Simone",390,de Montmollin,Simone,NA,NR,GE,FDP,RL,"Del F-V, UREK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1968-07-20T00:00:00Z,4256,3148,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"de Quattro, Jacqueline",392,de Quattro,Jacqueline,NA,NR,VD,FDP,RL,"IK-NR, NATO-V, SiK-NR",2019-10-20T00:00:00Z,NA,F,1960-06-24T00:00:00Z,4257,3149,de,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"de Quattro, Jacqueline",392,de Quattro,Jacqueline,NA,NR,VD,FDP,RL,"IK-NR, NATO-V, SiK-NR",2019-10-20T00:00:00Z,NA,F,1960-06-24T00:00:00Z,4257,3149,de,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Flach, Beat",83,Flach,Beat,NA,NR,AG,GLP,GL,"RK-N, SiK-N",2011-12-05T00:00:00Z,NA,M,1965-01-21T00:00:00Z,4059,2765,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Flach, Beat",83,Flach,Beat,NA,NR,AG,GLP,GL,"RK-N, SiK-N",2011-12-05T00:00:00Z,NA,M,1965-01-21T00:00:00Z,4059,2765,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Gössi, Petra",101,Gössi,Petra,Christina Antonella,SR,SZ,FDP,RL,"APK-SR, GPDel-V, GPK-S, RedK-V, SPK-SR",2011-12-05T00:00:00Z,NA,F,1976-01-12T00:00:00Z,4116,3023,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Gössi, Petra",101,Gössi,Petra,Christina Antonella,SR,SZ,FDP,RL,"APK-SR, GPDel-V, GPK-S, RedK-V, SPK-SR",2011-12-05T00:00:00Z,NA,F,1976-01-12T00:00:00Z,4116,3023,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Graf, Maya",102,Graf,Maya,NA,SR,BL,Grüne,G,"GPDel-V, GPK-S, SGK-SR, WBK-SR",2001-06-05T00:00:00Z,NA,F,1962-02-28T00:00:00Z,806,2569,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Graf, Maya",102,Graf,Maya,NA,SR,BL,Grüne,G,"GPDel-V, GPK-S, SGK-SR, WBK-SR",2001-06-05T00:00:00Z,NA,F,1962-02-28T00:00:00Z,806,2569,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Gredig, Corina",348,Gredig,Corina,Natascha,NR,ZH,GLP,GL,", APK-NR, Bü-N, FK-NR",2019-12-01T00:00:00Z,NA,F,1987-09-08T00:00:00Z,4267,3159,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Gredig, Corina",348,Gredig,Corina,Natascha,NR,ZH,GLP,GL,", APK-NR, Bü-N, FK-NR",2019-12-01T00:00:00Z,NA,F,1987-09-08T00:00:00Z,4267,3159,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
"Grossen, Jürg",106,Grossen,Jürg,NA,NR,BE,GLP,GL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1969-08-24T00:00:00Z,4083,2786,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,1454,NA,NA,NA,Cleantech,NA,Cleantech,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Cleantech,11,Technologie & Innovation,NA,NA
